"cups_code","cups_name","cups_description","cups_sex","cups_years_start","cups_years_end","cups_iss","cups_soat","cups_particular","cups_other","cups_file","cups_state","cups_ot_type"
"762202","RESECCION RADICAL DE TUMOR MALIGNO MAXILAR O MANDIBULAR",,,,,"0","0","0","0",,,"0"
"763101","MANDIBULECTOMIA PARCIAL SIMPLE, MARGINAL",,,,,"0","0","0","0",,,"0"
"763102","MANDIBULECTOMIA PARCIAL SIMPLE, SEGMENTARIA",,,,,"0","0","0","0",,,"0"
"763103","HEMIMANDIBULECTOMIA SIN DESARTICULACION",,,,,"0","0","0","0",,,"0"
"763104","HEMIMANDIBULECTOMIA CON DESARTICULACION",,,,,"0","0","0","0",,,"0"
"763901","RESECCION PARCIAL MAXILAR SIN RECONSTRUCCION",,,,,"0","0","0","0",,,"0"
"763902","CONDILECTOMIA DE LA MANDIBULA",,,,,"0","0","0","0",,,"0"
"763903","HEMIMAXILECTOMIA",,,,,"0","0","0","0",,,"0"
"76400","ESCISION TOTAL DE HIPOFISIS, VIA TRANSFRONTAL SOD",,,,,"0","0","0","0",,,"0"
"764101","MANDIBULECTOMIA TOTAL CON RECONSTRUCCION OSEA",,,,,"0","0","0","0",,,"0"
"764301","RECONSTRUCCION MANDIBULAR (TOTAL O PARCIAL) CON DISPOSITIVOS DE FIJACION [OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"764302","RECONSTRUCCION MANDIBULAR (TOTAL O PARCIAL) CON INJERTO OSEO AUTOLOGO O HETEROLOGO",,,,,"0","0","0","0",,,"0"
"764303","RECONSTRUCCION MANDIBULAR (TOTAL O PARCIAL) CON INJERTO LIBRE OSEO AUTOLOGO O HETEROLOGO",,,,,"0","0","0","0",,,"0"
"764304","RECONSTRUCCION MANDIBULAR (TOTAL O PARCIAL) CON INJERTO OSEO AUTOLOGO O HETEROLOGO, COLGAJO PEDICULADO",,,,,"0","0","0","0",,,"0"
"764305","RECONSTRUCCION MANDIBULAR (TOTAL O PARCIAL) CON INJERTO OSEO VASCULARIZADO AUTOLOGO O HETEROLOGO",,,,,"0","0","0","0",,,"0"
"764401","RESECCION PARCIAL MAXILAR CON RECONSTRUCCION SIMULTANEA",,,,,"0","0","0","0",,,"0"
"764402","RESECCION TOTAL DE MAXILAR CON RECONSTRUCCION SIMULTANEA",,,,,"0","0","0","0",,,"0"
"764601","RETROPOSICION QUIRURGICA DE LA PREMAXILA",,,,,"0","0","0","0",,,"0"
"76500","ESCISION TOTAL DE HIPOFISIS, VIA TRANSESFENOIDAL SOD",,,,,"0","0","0","0",,,"0"
"765101","MENISCOPEXIA TEMPOROMANDIBULAR, VIA ENDOSCOPICA",,,,,"0","0","0","0",,,"0"
"765105","MENISCOPEXIA TEMPOROMANDIBULAR, VIA EXTERNA",,,,,"0","0","0","0",,,"0"
"765201","MENISECTOMIA TEMPOROMANDIBULAR CON INJERTO",,,,,"0","0","0","0",,,"0"
"765202","MENISECTOMIA TEMPOROMANDIBULAR CON COLGAJO",,,,,"0","0","0","0",,,"0"
"765301","REEMPLAZO TOTAL DE ARTICULACION TEMPOROMANDIBULAR, CON INJERTO",,,,,"0","0","0","0",,,"0"
"765302","REEMPLAZO TOTAL DE ARTICULACION TEMPOROMANDIBULAR CON IMPLANTE ALOPLASTICO",,,,,"0","0","0","0",,,"0"
"766100","OSTEOPLASTIA CERRADA (OSTEOTOMIA) DE RAMA MANDIBULAR SOD",,,,,"0","0","0","0",,,"0"
"766200","OSTEOTOMIA DE RAMA MANDIBULAR VIA TRANS MUCOSA O VIA TRANSCUTANEA SOD",,,,,"0","0","0","0",,,"0"
"766201","OSTEOTOMIA DE RAMA MANDIBULAR VIA TRANS MUCOSA, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"766202","OSTEOTOMIA RAMA MANDIBULAR VIA TRANSCUTANEA, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"766205","CORONOIDECTOMIA",,,,,"0","0","0","0",,,"0"
"766301","OSTEOTOMIA DE CUERPO MANDIBULAR VIA TRANS MUCOSA, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"766302","OSTEOTOMIA DE CUERPO MANDIBULAR VIA TRANSCUTANEA, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"766401","OSTEOTOMIA SUBAPICAL MANDIBULAR",,,,,"0","0","0","0",,,"0"
"766402","CORTICOTOMIA MANDIBULAR",,,,,"0","0","0","0",,,"0"
"766403","OSTEOTOMIA DE MENTON, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"766501","OSTEOTOMIA LEFORT I SEGMENTARIA, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"766601","OSTEOTOMIA LEFORT I, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"766602","OSTEOTOMIA SUBAPICAL, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"766603","OSTEOTOMIA LEFORT II, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"766604","OSTEOMIA LEFORT III, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"766605","CORTICOTOMIA TIPO LEFORT I (DISYUNCION PALATINA)",,,,,"0","0","0","0",,,"0"
"766606","CORTICOTOMIA TIPO LEFORT II",,,,,"0","0","0","0",,,"0"
"766607","CORTICOTOMIA TIPO LEFORT III",,,,,"0","0","0","0",,,"0"
"766700","GENIOPLASTIA CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS] SOD",,,,,"0","0","0","0",,,"0"
"766901","SUSPENSION ESQUELETICA EN FRACTURAS U OSTEOTOMIAS FACIALES",,,,,"0","0","0","0",,,"0"
"766902","OSTEOTOMIA DESLIZANTE (VISERA)",,,,,"0","0","0","0",,,"0"
"766970","LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE HUESOS FACIALES",,,,,"0","0","0","0",,,"0"
"767200","REDUCCION ABIERTA DE FRACTURA DE ARCO CIGOMATICO SOD",,,,,"0","0","0","0",,,"0"
"767201","REDUCCION ABIERTA DE FRACTURA DE ARCO CIGOMATICO CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"767203","REDUCCION ABIERTA DE FRACTURA MALAR, CON REDUCCION PISO DE ORBITA, INJERTO Y/O FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"767301","REDUCCION CERRADA DE FRACTURA HEMI LEFORT I, CON FIJACION INTERMAXILAR, TUTORES Y HALOS DE TRACCION",,,,,"0","0","0","0",,,"0"
"767302","REDUCCION CERRADA DE FRACTURA LEFORT I, CON FIJACION INTERMAXILAR, TUTORES Y HALOS DE TRACCION",,,,,"0","0","0","0",,,"0"
"767303","REDUCCION CERRADA DE FRACTURA LEFORT II, CON FIJACION INTERMAXILAR, TUTORES Y HALOS DE TRACCION",,,,,"0","0","0","0",,,"0"
"767304","REDUCCION CERRADA DE FRACTURA LEFORT III, CON FIJACION INTERMAXILAR, TUTORES Y HALOS DE TRACCION",,,,,"0","0","0","0",,,"0"
"767401","REDUCCION ABIERTA DE FRACTURA HEMI LEFORT I, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"767402","REDUCCION ABIERTA DE FRACTURA LEFORT I, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"767403","REDUCCION ABIERTA DE FRACTURA LEFORT II, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"767404","REDUCCION ABIERTA DE FRACTURA LEFORT III, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"767501","REDUCCION CERRADA FRACTURA DE CONDILO",,,,,"0","0","0","0",,,"0"
"767502","REDUCCION CERRADA DE FRACTURA SIMPLE DE CUERPO O RAMA MANDIBULAR",,,,,"0","0","0","0",,,"0"
"767503","REDUCCION CERRADA DE FRACTURA MULTIPLE DE CUERPO O RAMA MANDIBULAR",,,,,"0","0","0","0",,,"0"
"767601","REDUCCION ABIERTA DE FRACTURA DE CONDILO, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"767602","REDUCCION ABIERTA DE FRACTURA SIMPLE DE CUERPO O RAMA MANDIBULAR, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"767603","REDUCCION ABIERTA DE FRACTURA MULTIPLE DE CUERPO O RAMA MANDIBULAR, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"767701","REDUCCION ABIERTA DE FRACTURAS DENTOALVEOLARES, CON FIJACION",,,,,"0","0","0","0",,,"0"
"767702","REDUCCION ABIERTA DE FRACTURAS DENTOALVEOLARES CON REIMPLANTE HASTA TRES DIENTES, CON FIJACION",,,,,"0","0","0","0",,,"0"
"767703","REDUCCION ABIERTA DE FRACTURAS DENTOALVEOLARES CON REIMPLANTE DE MAS DE TRES DIENTES, CON FIJACION",,,,,"0","0","0","0",,,"0"
"767705","REDUCCION Y FIJACION DE LUXACION DENTO ALVEOLAR QUE COMPROMETE HASTA TRES DIENTES",,,,,"0","0","0","0",,,"0"
"767706","REDUCCION Y FIJACION DE LUXACION DENTO ALVEOLAR QUE COMPROMETE MAS DE TRES DIENTES",,,,,"0","0","0","0",,,"0"
"767801","REDUCCION CERRADA DE FRACTURA ORBITAL",,,,,"0","0","0","0",,,"0"
"767802","REDUCCION CERRADA DE FRACTURAS ALVEOLARES, CON REIMPLANTE DENTAL Y FIJACION",,,,,"0","0","0","0",,,"0"
"767901","REDUCCION ABIERTA DE BORDE O PARED ORBITAL",,,,,"0","0","0","0",,,"0"
"767902","REDUCCION ABIERTA DE FRACTURA DE UNA PARED ORBITARIA CON INJERTO",,,,,"0","0","0","0",,,"0"
"767903","REDUCCION ABIERTA DE FRACTURA DE DOS O MAS PAREDES ORBITARIAS CON INJERTO",,,,,"0","0","0","0",,,"0"
"767904","REDUCCION ABIERTA DE FRACTURA DE PISO DE ORBITA Y RECONSTRUCCION CON INJERTO",,,,,"0","0","0","0",,,"0"
"767905","REDUCCION ABIERTA DE FRACTURA DE PARED MEDIAL DE ORBITA Y RECONSTRUCCION CON INJERTO",,,,,"0","0","0","0",,,"0"
"767907","REDUCCION ABIERTA DE FRACTURA NASO-ORBITO-ETMOIDAL, CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"767908","REDUCCION ABIERTA DE FRACTURAS MULTIPLES DE HUESOS FACIALES, CON IMPLANTE O INJERTO DEL PISO ORBITARIO",,,,,"0","0","0","0",,,"0"
"768100","INJERTO OSEO EN HUESO FACIAL SOD",,,,,"0","0","0","0",,,"0"
"768110","INJERTO OSEO AUTOLOGO O HETEROLOGO POR REBORDE ALVEOLAR",,,,,"0","0","0","0",,,"0"
"768301","REDUCCION CERRADA DE LUXACION ARTICULACION TEMPORO MANDIBULAR",,,,,"0","0","0","0",,,"0"
"768302","REDUCCION CERRADA DE LUXACION ARTICULACION TEMPORO MANDIBULAR CON FIJACION INTERMAXILAR",,,,,"0","0","0","0",,,"0"
"768401","REDUCCION ABIERTA DE LUXACION TEMPOROMANDIBULAR RECIDI-VANTE POR CONDILECTOMIA DEL TEMPORAL",,,,,"0","0","0","0",,,"0"
"768600","INYECCION DE SUSTANCIA TERAPEUTICA EN ARTICULACION TEMPOROMANDIBULAR SOD",,,,,"0","0","0","0",,,"0"
"768701","RETIRO DE MATERIAL DE FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS] DE HUESO FACIAL NCOC",,,,,"0","0","0","0",,,"0"
"768702","RETIRO DE CERCLAJE INTER O INTRA MAXILAR",,,,,"0","0","0","0",,,"0"
"768801","ARTRECTOMIA TEMPOROMANDIBULAR",,,,,"0","0","0","0",,,"0"
"770100","SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO O CURETAJE DE ESCAPULA, CLAVICULA O TORAX (COSTILLAS Y ESTERNON) SOD",,,,,"0","0","0","0",,,"0"
"770200","SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE HUMERO SOD",,,,,"0","0","0","0",,,"0"
"770301","SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE RADIO O CUBITO",,,,,"0","0","0","0",,,"0"
"770302","SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE RADIO Y CUBITO",,,,,"0","0","0","0",,,"0"
"770401","DRENAJE, CURETAJE O SECUESTRECTOMIA EN HUESOS DEL CARPO (UNO O MAS)",,,,,"0","0","0","0",,,"0"
"770402","DRENAJE, CURETAJE O SECUESTRECTOMIA EN METACARPIANOS (UNO O MAS)",,,,,"0","0","0","0",,,"0"
"770500","SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE FEMUR SOD",,,,,"0","0","0","0",,,"0"
"770600","SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE ROTULA SOD",,,,,"0","0","0","0",,,"0"
"770701","SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE TIBIA O PERONE",,,,,"0","0","0","0",,,"0"
"770702","SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE TIBIA Y PERONE",,,,,"0","0","0","0",,,"0"
"770801","SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE TARSO O METATARSO (UNO O MAS)",,,,,"0","0","0","0",,,"0"
"770802","SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE TARSIANOS Y METATARSIANOS (UNO O MAS)",,,,,"0","0","0","0",,,"0"
"770901","SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE ARTEJO O DE FALANGES DE PIE (UNA O MAS)",,,,,"0","0","0","0",,,"0"
"770902","SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE FALANGES DE MANO (UNA O MAS)",,,,,"0","0","0","0",,,"0"
"770920","SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE HUESOS PELVIANOS",,,,,"0","0","0","0",,,"0"
"770930","DRENAJE, CURETAJE, SECUESTRECTOMIA DE COLUMNA VERTEBRAL, VIA ANTERIOR",,,,,"0","0","0","0",,,"0"
"770931","DRENAJE, CURETAJE, SECUESTRECTOMIA DE COLUMNA VERTEBRAL VIA POSTERIOR O POSTEROLATERAL",,,,,"0","0","0","0",,,"0"
"770932","DRENAJE PERCUTANEO EN COLUMNA VERTEBRAL",,,,,"0","0","0","0",,,"0"
"772100","OSTEOTOMIA DE CLAVICULA SOD",,,,,"0","0","0","0",,,"0"
"772101","OSTEOTOMIA DE CLAVICULA CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772103","OSTEOTOMIA DE COSTILLA (UNA O MAS)",,,,,"0","0","0","0",,,"0"
"772104","OSTEOTOMIA DE ESCAPULA",,,,,"0","0","0","0",,,"0"
"772105","OSTEOTOMIA DE ESTERNON",,,,,"0","0","0","0",,,"0"
"772200","OSTEOTOMIA DE HUMERO SOD",,,,,"0","0","0","0",,,"0"
"772201","OSTEOTOMIA DE HUMERO CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772300","OSTEOTOMIA EN RADIO Y/O CUBITO SOD",,,,,"0","0","0","0",,,"0"
"772301","OSTEOTOMIA EN RADIO O CUBITO CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772302","OSTEOTOMIA EN RADIO Y CUBITO CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772401","OSTEOTOMIA EN CARPIANO O METACARPIANO CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772402","OSTEOTOMIA EN CARPIANO Y METACARPIANO CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772500","OSTEOTOMIA EN FEMUR (DIAFISIARIA, SUPRA E INTERCONDILEA, SUPRACONDILEA O INTERCONDILEA, VALGUIZANTE O VARIZANTE DE CUELLO DE FEMUR, MULTIPLE) SOD",,,,,"0","0","0","0",,,"0"
"772501","OSTEOTOMIA FEMORAL DIAFISIARIA CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772502","OSTEOTOMIA SUPRA E INTERCONDILEA DE FEMUR CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772503","OSTEOTOMIA SUPRACONDILEA O INTERCONDILEA DE FEMUR, CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772504","OSTEOTOMIA MULTIPLE DE FEMUR, CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772505","OSTEOTOMIA VALGUIZANTE O VARIZANTE DE CUELLO DE FEMUR CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772520","OSTEOTOMIA CON DESCENSO DEL TROCANTER MAYOR",,,,,"0","0","0","0",,,"0"
"772600","OSTEOTOMIA EN ROTULA SOD",,,,,"0","0","0","0",,,"0"
"772700","OSTEOTOMIA DE TIBIA O PERONE SOD",,,,,"0","0","0","0",,,"0"
"772701","OSTEOTOMIA DE TIBIA CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772702","OSTEOTOMIA DE PERONE CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772800","OSTEOTOMIA DE HUESO DEL TARSO Y/O METATARSO (UNO O MAS HUESOS) SOD",,,,,"0","0","0","0",,,"0"
"772801","OSTEOTOMIA DE HUESO DEL TARSO O METATARSO (UNO O MAS HUESOS) CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772802","OSTEOTOMIA DE HUESO DEL TARSO Y METATARSO (UNO O MAS HUESOS) CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772900","OSTEOTOMIA EN FALANGES DE MANO (UNO O MAS) SOD",,,,,"0","0","0","0",,,"0"
"772901","OSTEOTOMIA EN FALANGES DE MANO (UNO O MAS HUESOS) CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772910","OSTEOTOMIA EN FALANGES DEL PIE (EXCEPTO GRUESO ARTEJO) (UNO O MAS HUESOS) NCOC",,,,,"0","0","0","0",,,"0"
"772911","OSTEOTOMIA EN FALANGES DEL PIE (UNO O MAS HUESOS) (EXCEPTO GRUESO ARTEJO) CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"772920","OSTEOTOMIAS SIMPLES EN PELVIS [PEMBERTON-SALTER- CHIARI- DEGA]",,,,,"0","0","0","0",,,"0"
"772921","OSTEOTOMIAS COMPLEJAS EN PELVIS CON FIJACION [GANZ-DOBLE- TRIPLE]",,,,,"0","0","0","0",,,"0"
"772932","OSTEOTOMIA VERTEBRAL, VIA POSTERIOR CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE FIJACION O INSTRUMENTACION]",,,,,"0","0","0","0",,,"0"
"774001","BIOPSIA DE HUESO EN SITIO NO ESPECIFICADO, VIA ABIERTA",,,,,"0","0","0","0",,,"0"
"774002","BIOPSIA DE HUESO EN SITIO NO ESPECIFICADO, VIA PERCUTANEA ",,,,,"0","0","0","0",,,"0"
"774003","BIOPSIA DE HUESO EN SITIO NO ESPECIFICADO, VIA ENDOSCOPICA",,,,,"0","0","0","0",,,"0"
"774910","BIOPSIA DE VERTEBRA, VIA ABIERTA",,,,,"0","0","0","0",,,"0"
"774911","BIOPSIA DE VERTEBRA, VIA PERCUTANEA ",,,,,"0","0","0","0",,,"0"
"774912","BIOPSIA DE VERTEBRA, VIA ENDOSCOPICA",,,,,"0","0","0","0",,,"0"
"775101","CORRECCION DE HALLUX VALGUS CON OSTEOTOMIA PROXIMAL O DISTAL METATARSIANA",,,,,"0","0","0","0",,,"0"
"775102","CORRECCION DE HALLUX VALGUS CON OSTEOTOMIA DISTAL Y PROXIMAL METATARSIANA",,,,,"0","0","0","0",,,"0"
"775103","CORRECCION DE HALLUX VAL GUS CON BUNIECTOMIA SIMPLE Y CAPSULOPLASTIA",,,,,"0","0","0","0",,,"0"
"775201","CORRECCION DE HALLUX VALGUS CON ARTRODESIS",,,,,"0","0","0","0",,,"0"
"775301","CORRECCION DE HALLUX VALGUS CON ARTROPLASTIA",,,,,"0","0","0","0",,,"0"
"775600","REPARACION DE DEDO DE PIE EN MARTILLO (FALANGECTOMIA, FUSION O RECORTE) SOD",,,,,"0","0","0","0",,,"0"
"775701","REPARACION DE DEDO DE PIE EN GARRA CON ARTRODESIS (UNO O MAS) (EXCEPTO QUINTO DEDO)",,,,,"0","0","0","0",,,"0"
"775702","REPARACION DEL QUINTO DEDO DE PIE EN GARRA CON ARTRODESIS",,,,,"0","0","0","0",,,"0"
"776101","ESCISION TUMOR BENIGNO DE CLAVICULA",,,,,"0","0","0","0",,,"0"
"776102","ESCISION TUMOR MALIGNO DE CLAVICULA",,,,,"0","0","0","0",,,"0"
"776104","ESCISION TUMOR BENIGNO DE ESCAPULA",,,,,"0","0","0","0",,,"0"
"776105","ESCISION TUMOR MALIGNO DE ESCAPULA",,,,,"0","0","0","0",,,"0"
"776109","RESECCION TUMOR BENIGNO DE TORAX (REJA COSTAL Y ESTERNON)",,,,,"0","0","0","0",,,"0"
"776110","RESECCION TUMOR MALIGNO DE TORAX (REJA COSTAL Y ESTERNON)",,,,,"0","0","0","0",,,"0"
"776200","ESCISION DE LESION OSEA EN HUMERO SOD",,,,,"0","0","0","0",,,"0"
"776201","ESCISION TUMOR BENIGNO EN HUMERO",,,,,"0","0","0","0",,,"0"
"776202","ESCISION TUMOR BENIGNO EN HUMERO CON INJERTO",,,,,"0","0","0","0",,,"0"
"776203","ESCISION TUMOR MALIGNO EN HUMERO",,,,,"0","0","0","0",,,"0"
"776301","ESCISION TUMOR BENIGNO EN RADIO O CUBITO",,,,,"0","0","0","0",,,"0"
"776302","ESCISION TUMOR MALIGNO EN RADIO O CUBITO",,,,,"0","0","0","0",,,"0"
"776401","ESCISION TUMOR BENIGNO EN CARPIANOS O METACARPIANOS",,,,,"0","0","0","0",,,"0"
"776402","ESCISION TUMOR MALIGNO EN CARPIANOS O METACARPIANOS",,,,,"0","0","0","0",,,"0"
"776501","ESCISION TUMOR BENIGNO EN FEMUR",,,,,"0","0","0","0",,,"0"
"776502","ESCISION TUMOR BENIGNO EN FEMUR CON FIJACION INTERNA [DISPOSITIVOS DE FIJACION U OSTEOSINTESIS]",,,,,"0","0","0","0",,,"0"
"776503","ESCISION TUMOR MALIGNO EN FEMUR",,,,,"0","0","0","0",,,"0"
"776601","ESCISION TUMOR BENIGNO EN ROTULA",,,,,"0","0","0","0",,,"0"
"776602","ESCISION TUMOR MALIGNO EN ROTULA",,,,,"0","0","0","0",,,"0"
"776701","ESCISION TUMOR BENIGNO EN TIBIA O PERONE",,,,,"0","0","0","0",,,"0"
"776702","ESCISION TUMOR MALIGNO EN TIBIA O PERONE",,,,,"0","0","0","0",,,"0"
"776801","RESECCION DE LESION MALIGNA OSEA EN TARSIANOS O META-TARSIANOS",,,,,"0","0","0","0",,,"0"
"776802","RESECCION DE TUMOR BENIGNO EN TARSIANOS O METATARSIANOS",,,,,"0","0","0","0",,,"0"
"776803","RESECCION DEL ESPOLON CALCANEO",,,,,"0","0","0","0",,,"0"
"776804","RESECCION DE OSTEOFITOS TIBIALES Y/O TALARES POR ENDOSCOPIA",,,,,"0","0","0","0",,,"0"
"776805","RESECCION DE EXOSTOSIS NO ARTICULAR DE PIE POR ENDOSCOPIA",,,,,"0","0","0","0",,,"0"
"776901","ESCISION DE TUMOR BENIGNO EN FALANGES DE PIE O DE MANO",,,,,"0","0","0","0",,,"0"
"776902","ESCISION DE TUMOR MALIGNO EN FALANGES DE PIE O DE MANO",,,,,"0","0","0","0",,,"0"
"776920","ESCISION DE TUMOR BENIGNO EN HUESOS PELVIANOS",,,,,"0","0","0","0",,,"0"
"776921","ESCISION DE TUMOR MALIGNO EN HUESOS PELVIANOS",,,,,"0","0","0","0",,,"0"
"776930","ESCISION DE TUMOR (BENIGNO O MALIGNO) EN COLUMNA VERTEBRAL VIA ANTERIOR",,,,,"0","0","0","0",,,"0"
"776931","ESCISION DE TUMOR (BENIGNO O MALIGNO) EN COLUMNA VERTEBRAL VIA POSTERIOR O POSTEROLATERAL",,,,,"0","0","0","0",,,"0"
"776932","ESCISION DE TUMOR (BENIGNO O MALIGNO) SACROCOCCIGEO VIA ANTERIOR",,,,,"0","0","0","0",,,"0"
"776933","ESCISION DE TUMOR (BENIGNO O MALIGNO) SACROCOCCIGEO VIA POSTERIOR O POSTEROLATERAL",,,,,"0","0","0","0",,,"0"
"777300","TOMA DE INJERTO OSEO EN RADIO O CUBITO SOD",,,,,"0","0","0","0",,,"0"
"777500","TOMA DE INJERTO OSEO DE FEMUR SOD",,,,,"0","0","0","0",,,"0"
"777700","TOMA DE INJERTO DE TIBIA O PERONE SOD",,,,,"0","0","0","0",,,"0"
"777800","TOMA DE INJERTO OSEO DE TARSO O METATARSO SOD",,,,,"0","0","0","0",,,"0"
"777902","TOMA DE INJERTO DE HUESO ILIACO",,,,,"0","0","0","0",,,"0"
"778101","RESECCION PARCIAL DE ESCAPULA",,,,,"0","0","0","0",,,"0"
"778102","RESECCION PARCIAL DE CLAVICULA",,,,,"0","0","0","0",,,"0"
"778103","RESECCION PARCIAL DE CLAVICULA, VIA ENDOSCOPICA",,,,,"0","0","0","0",,,"0"
"778104","RESECCION PARCIAL DE COSTILLAS",,,,,"0","0","0","0",,,"0"
"778105","RESECCION PARCIAL DE ESTERNON",,,,,"0","0","0","0",,,"0"
