"cie_code","cie_name","cie_sex","cie_limi","cie_limf","cie_mortality"
"R856","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL: HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU","A","0","0","89"
"R857","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL: HALLAZGOS HISTOLOGICOS ANORMALES","A","0","0","89"
"R858","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL: OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES","A","0","0","89"
"R859","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL: HALLAZGOS ANORMALES, NO ESPECIFICADOS","A","0","0","89"
"R860","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: NIVEL ANORMAL DE ENZIMAS","M","410","599","89"
"R861","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: NIVEL ANORMAL DE HORMONAS","M","410","599","89"
"R862","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS : NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS","M","410","599","89"
"R863","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL","M","410","599","89"
"R864","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: HALLAZGOS INMUNOLOGICOS ANORMALES","M","410","599","89"
"R865","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO","M","410","599","89"
"R866","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU","M","410","599","89"
"R867","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: HALLAZGOS HISTOLOGICOS ANORMALES","M","410","599","89"
"R868","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES","M","410","599","89"
"R869","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS: HALLAZGOS ANORMALES, NO ESPECIFICADOS","M","410","599","89"
"R870","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: NIVEL ANORMAL DE ENZIMAS","F","0","0","89"
"R871","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: NIVEL ANORMAL DE HORMONAS","F","0","0","89"
"R872","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS","F","0","0","89"
"R873","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL","F","0","0","89"
"R874","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: HALLAZGOS INMUNOLOGICOS ANORMALES","F","0","0","89"
"R875","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO","F","0","0","89"
"R876","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: HALLAZGOS HISTOLOGICOS ANORMALES","F","0","0","89"
"R877","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: HALLAZGOS HISTOLOGICOS ANORMALES","F","0","0","89"
"R878","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES","F","0","0","89"
"R879","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS: HALLAZGOS ANORMALES, NO ESPECIFICADOS","F","0","0","89"
"R890","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: NIVEL ANORMAL DE ENZIMAS","A","0","0","89"
"R891","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: NIVEL ANORMAL DE HORMONAS","A","0","0","89"
"R892","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS","A","0","0","89"
"R893","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL","A","0","0","89"
"R894","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: HALLAZGOS INMUNOLOGICOS ANORMALES","A","0","0","89"
"R895","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO","A","0","0","89"
"R896","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU","A","0","0","89"
"R897","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: HALLAZGOS HISTOLOGICOS ANORMALES","A","0","0","89"
"R898","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES","A","0","0","89"
"R899","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS: HALLAZGOS ANORMALES, NO ESPECIFICADOS","A","0","0","89"
"R900","LESION QUE OCUPA EL ESPACIO INTRACRANEAL","A","0","0","89"
"R908","OTROS HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN Y DEL SISTEMA NERVIOSO CENTRAL","A","0","0","89"
"R91X","HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL PULMON","A","0","0","89"
"R92X","HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LA MAMA","A","0","0","89"
"R930","HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL CRANEO Y DE LA CABEZA, NO CLASIFICADOS EN OTRA PARTE","A","0","0","89"
"R931","HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL CORAZON Y DE LA CIRCULACION CORONARIA","A","0","0","89"
"R932","HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL HIGADO Y DE LAS VIAS BILIARES","A","0","0","89"
"R933","HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS PARTES DE LAS VIAS DIGESTIVAS","A","0","0","89"
"R934","HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LOS ORGANOS URINARIOS","A","0","0","89"
"R935","HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS REGIONES ABDOMINALES, INCLUIDO EL RETROPERITONEO","A","0","0","89"
"R936","HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LOS MIEMBROS","A","0","0","89"
"R937","HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS PARTES DEL SISTEMA OSTEOMUSCULAR","A","0","0","89"
"R938","HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS ESPECIFICADAS DEL CUERPO","A","0","0","89"
"R940","RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL SISTEMA NERVIOSO CENTRAL","A","0","0","89"
"R941","RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL SISTEMA NERVIOSO PERIFERICO Y SENTIDOS ESPECIALES","A","0","0","89"
"R942","RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL PULMON","A","0","0","89"
"R943","RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES CARDIOVASCULARES","A","0","0","89"
"R944","RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL RI?ON","A","0","0","89"
"R945","RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL HIGADO","A","0","0","89"
"R946","RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DE LA TIROIDES","A","0","0","89"
"R947","RESULTADOS ANORMALES EN OTROS ESTUDIOS FUNCIONALES ENDOCRINOS","A","0","0","89"
"R948","RESULTADOS ANORMALES EN LOS ESTUDIOS FUNCIONALES DE OTROS ORGANOS Y SISTEMAS","A","0","0","89"
"R95X","SINDROME DE LA MUERTE SUBITA INFANTIL","A","0","311","89"
"R960","MUERTE INSTANTANEA","A","401","599","89"
"R961","MUERTE QUE OCURRE EN MENOS DE 24 HORAS DEL INICIO DE LOS SINTOMAS, NO EXPLICADA DE OTRA FORMA","A","401","599","89"
"R98X","MUERTE SIN ASISTENCIA","A","0","0","89"
"R99X","OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD","A","0","0","89"
"S000","TRAUMATISMO SUPERFICIAL DEL CUERO CABELLUDO","A","0","0","0"
"S001","CONTUSION DE LOS PARPADOS Y DE LA REGION PERIOCULAR","A","0","0","0"
"S002","OTROS TRAUMATISMOS SUPERFICIALES DEL PARPADO Y DE LA REGION PERIOCULAR","A","0","0","0"
"S003","TRAUMATISMO SUPERFICIAL DE LA NARIZ","A","0","0","0"
"S004","TRAUMATISMO SUPERFICIAL DEL OIDO","A","0","0","0"
"S005","TRAUMATISMO SUPERFICIAL DEL LABIO Y DE LA CAVIDAD BUCAL","A","0","0","0"
"S007","TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA CABEZA","A","0","0","0"
"S008","TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DE LA CABEZA","A","0","0","0"
"S009","TRAUMATISMO SUPERFICIAL DE LA CABEZA, PARTE NO ESPECIFICADA","A","0","0","0"
"S010","HERIDA DEL CUERO CABELLUDO","A","0","0","0"
"S011","HERIDA DEL PARPADO Y DE LA REGION PERIOCULAR","A","0","0","0"
"S012","HERIDA DE LA NARIZ","A","0","0","0"
"S013","HERIDA DEL OIDO","A","0","0","0"
"S014","HERIDA DE LA MEJILLA Y DE LA REGION TEMPOROMANDIBULAR","A","0","0","0"
"S015","HERIDA DEL LABIO Y DE LA CAVIDAD BUCAL","A","0","0","0"
"S017","HERIDAS MULTIPLES DE LA CABEZA","A","0","0","0"
"S018","HERIDA DE OTRAS PARTES DE LA CABEZA","A","0","0","0"
"S019","HERIDA DE LA CABEZA, PARTE NO ESPECIFICADA","A","0","0","0"
"S020","FRACTURA DE LA BOVEDA DEL CRANEO","A","0","0","0"
"S021","FRACTURA DE LA BASE DEL CRANEO","A","0","0","0"
"S022","FRACTURA DE LOS HUESOS DE LA NARIZ","A","0","0","0"
"S023","FRACTURA DEL SUELO DE LA ORBITA","A","0","0","0"
"S024","FRACTURA DEL MALAR Y DEL HUESO MAXILAR SUPERIOR","A","0","0","0"
"S025","FRACTURA DE LOS DIENTES","A","0","0","0"
"S026","FRACTURA DEL MAXILAR INFERIOR","A","0","0","0"
"S027","FRACTURAS MULTIPLES QUE COMPROMETEN EL CRANEO Y LOS HUESOS DE LA CARA","A","0","0","0"
"S028","FRACTURA DE OTROS HUESOS DEL CRANEO Y DE LA CARA","A","0","0","0"
"S029","FRACTURA DEL CRANEO Y DE LOS HUESOS DE LA CARA, PARTE NO ESPECIFICADA","A","0","0","0"
"S030","LUXACION DEL MAXILAR","A","0","0","0"
"S031","LUXACION DEL CARTILAGO SEPTAL DE LA NARIZ","A","0","0","0"
"S032","LUXACION DE DIENTE","A","0","0","0"
"S033","LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CABEZA","A","0","0","0"
"S034","ESGUINCES Y TORCEDURAS DEL MAXILAR","A","0","0","0"
"S035","ESGUINCES Y TORCEDURAS DE ARTICULACIONES Y LIGAMENTOS DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CABEZA","A","0","0","0"
"S040","TRAUMATISMO DEL NERVIO OPTICO [II PAR] Y DE LAS VIAS OPTICAS","A","0","0","0"
"S041","TRAUMATISMO DEL NERVIO MOTOR OCULAR COMUN [III PAR]","A","0","0","0"
"S042","TRAUMATISMO DEL NERVIO PATETICO [IV PAR]","A","0","0","0"
"S043","TRAUMATISMO DEL NERVIO TRIGEMINO [V PAR]","A","0","0","0"
"S044","TRAUMATISMO DEL NERVIO MOTOR OCULAR EXTERNO [VI PAR]","A","0","0","0"
"S045","TRAUMATISMO DEL NERVIO FACIAL [VII PAR]","A","0","0","0"
"S046","TRAUMATISMO DEL NERVIO ACUSTICO [VIII PAR]","A","0","0","0"
"S047","TRAUMATISMO DEL NERVIO ESPINAL [XI PAR]","A","0","0","0"
"S048","TRAUMATISMO DE OTROS NERVIOS CRANEALES","A","0","0","0"
"S049","TRAUMATISMO DEL NERVIOS CRANEALES, NO ESPECIFICADO","A","0","0","0"
"S050","TRAUMATISMO DE LA CONJUNTIVA Y ABRASION CORNEAL SIN MENCION DE CUERPO EXTRA?O","A","0","0","0"
"S051","CONTUSION DEL GLOBO OCULAR Y DEL TEJIDO ORBITARIO","A","0","0","0"
"S052","LACERACION Y RUPTURA OCULAR CON PROLAPSO O PERDIDA DEL TEJIDO INTRAOCULAR","A","0","0","0"
"S053","LACERACION OCULAR SIN PROLAPSO O PERDIDA DEL TEJIDO INTRAOCULAR","A","0","0","0"
"S054","HERIDA PENETRANTE DE LA ORBITA CON O SIN CUERPO EXTRA?O","A","0","0","0"
"S055","HERIDA PENETRANTE DEL GLOBO OCULAR CON CUERPO EXTRA?O","A","0","0","0"
"S056","HERIDA PENETRANTE DEL GLOBO OCULAR SIN CUERPO EXTRA?O","A","0","0","0"
"S057","AVULSION DEL OJO","A","0","0","0"
"S058","OTROS TRAUMATISMOS DEL OJO Y DE LA ORBITA","A","0","0","0"
"S059","TRAUMATISMO DEL OJO Y DE LA ORBITA, NO ESPECIFICADO","A","0","0","0"
"S060","CONCUSION","A","0","0","0"
"S061","EDEMA CEREBRAL TRAUMATICO","A","0","0","0"
"S062","TRAUMATISMO CEREBRAL DIFUSO","A","0","0","0"
"S063","TRAUMATISMO CEREBRAL FOCAL","A","0","0","0"
"S064","HEMORRAGIA EPIDURAL","A","0","0","0"
"S065","HEMORRAGIA SUBDURAL TRAUMATICA","A","0","0","0"
"S066","HEMORRAGIA SUBARACNOIDEA TRAUMATICA","A","0","0","0"
"S067","TRAUMATISMO INTRACRANEAL CON COMA PROLONGADO","A","0","0","0"
"S068","OTROS TRAUMATISMOS INTRACRANEALES","A","0","0","0"
"S069","TRAUMATISMO INTRACRANEAL, NO ESPECIFICADO","A","0","0","0"
"S070","TRAUMATISMO POR APLASTAMIENTO DE LA CARA","A","0","0","0"
"S071","TRAUMATISMO POR APLASTAMIENTO DEL CRANEO","A","0","0","0"
"S078","TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DE LA CABEZA","A","0","0","0"
"S079","TRAUMATISMO POR APLASTAMIENTO DE LA CABEZA, PARTE NO ESPECIFICADA","A","0","0","0"
"S080","AVULSION DEL CUERO CABELLUDO","A","0","0","0"
"S081","AMPUTACION TRAUMATICA DE LA OREJA","A","0","0","0"
"S088","AMPUTACION TRAUMATICA DE OTRAS PARTES DE LA CABEZA","A","0","0","0"
"S089","AMPUTACION TRAUMATICA DE PARTE NO ESPECIFICADA DE LA CABEZA","A","0","0","0"
"S090","TRAUMATISMO DE LOS VASOS SANGUINEOS DE LA CABEZA NO CLASIFICADOS EN OTRA PARTE","A","0","0","0"
"S091","TRAUMATISMO DE TENDON Y MUSCULOS DE LA CABEZA","A","0","0","0"
"S092","RUPTURA TRAUMATICA DEL TIMPANO DEL OIDO","A","0","0","0"
"S097","TRAUMATISMOS MULTIPLES DE LA CABEZA","A","0","0","0"
"S098","OTROS TRAUMATISMOS DE LA CABEZA, ESPECIFICADOS","A","0","0","0"
"S099","TRAUMATISMO DE LA CABEZA, NO ESPECIFICADO","A","0","0","0"
"S100","CONTUSION DE LA GARGANTA","A","0","0","0"
"S101","OTROS TRAUMATISMOS SUPERFICIALES Y LOS NO ESPECIFICADOS DE LA GARGANTA","A","0","0","0"
"S107","TRAUMATISMO SUPERFICIAL MULTIPLE DEL CUELLO","A","0","0","0"
"S108","TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DEL CUELLO","A","0","0","0"
"S109","TRAUMATISMO SUPERFICIAL DEL CUELLO, PARTE NO ESPECIFICADA","A","0","0","0"
"S110","HERIDA QUE COMPROMETE LA LARINGE Y LA TRAQUEA","A","0","0","0"
"S111","HERIDA QUE COMPROMETE LA GLANDULA TIROIDES","A","0","0","0"
"S112","HERIDA QUE COMPROMETE LA FARINGE Y EL ESOFAGO CERVICAL","A","0","0","0"
"S117","HERIDAS MULTIPLES DEL CUELLO","A","0","0","0"
"S118","HERIDAS DE OTRAS PARTES DEL CUELLO","A","0","0","0"
"S119","HERIDA DE CUELLO, PARTE NO ESPECIFICADA","A","0","0","0"
"S120","FRACTURA DE LA PRIMERA VERTEBRA CERVICAL","A","0","0","0"
"S121","FRACTURA DE LA SEGUNDA VERTEBRA CERVICAL","A","0","0","0"
"S122","FRACTURA DE OTRAS VERTEBRAS CERVICALES ESPECIFICADAS","A","0","0","0"
"S127","FRACTURAS MULTIPLES DE COLUMNA CERVICAL","A","0","0","0"
"S128","FRACTURA DE OTRAS PARTES DEL CUELLO","A","0","0","0"
"S129","FRACTURA DEL CUELLO, PARTE NO ESPECIFICADA","A","0","0","0"
"S130","RUPTURA TRAUMATICA DE DISCO CERVICAL INTERVERTEBRAL","A","0","0","0"
"S131","LUXACION DE VERTEBRA CERVICAL","A","0","0","0"
"S132","LUXACIONES DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL CUELLO","A","0","0","0"
"S133","LUXACIONES MULTIPLES DEL CUELLO","A","0","0","0"
"S134","ESGUINCES Y TORCEDURAS DE LA COLUMNA CERVICAL","A","0","0","0"
"S135","ESGUINCES Y TORCEDURAS DE LA REGION TIROIDEA","A","0","0","0"
"S136","ESGUINCES Y TORCEDURAS DE ARTICULACIONES Y LIGAMENTOS DE OTROS SITIOS ESPECIFICADOS Y DE LOS NO ESPECIFICADOS DEL CUELLO","A","0","0","0"
"S140","CONCUSION Y EDEMA DE LA MEDULA ESPINAL CERVICAL","A","0","0","0"
"S141","OTROS TRAUMATISMOS DE LA MEDULA ESPINAL CERVICAL Y LOS NO ESPECIFICADOS","A","0","0","0"
"S142","TRAUMATISMO DE RAIZ NERVIOSA DE COLUMNA CERVICAL","A","0","0","0"
"S143","TRAUMATISMO DE PLEXO BRAQUIAL","A","0","0","0"
"S144","TRAUMATISMO DE NERVIOS PERIFERICOS DEL CUELLO","A","0","0","0"
"S145","TRAUMATISMO DE NERVIOS CERVICALES SIMPATICOS","A","0","0","0"
"S146","TRAUMATISMO DE OTROS NERVIOS Y DE LOS NO ESPECIFICADOS DEL CUELLO","A","0","0","0"
"S150","TRAUMATISMO DE LA ARTERIA CAROTIDA","A","0","0","0"
"S151","TRAUMATISMO DE LA ARTERIA VERTEBRAL","A","0","0","0"
"S152","TRAUMATISMO DE LA VENA YUGULAR EXTERNA","A","0","0","0"
"S153","TRAUMATISMO DE LA VENA YUGULAR INTERNA","A","0","0","0"
"S157","TRAUMATISMO DE MULTIPLES VASOS SANGUINEOS A NIVEL DEL CUELLO","A","0","0","0"
"S158","TRAUMATISMO DE OTROS VASOS SANGUINEOS A NIVEL DEL CUELLO","A","0","0","0"
"S159","TRAUMATISMO DE VASOS SANGUINEOS NO ESPECIFICADOS A NIVEL DEL CUELLO","A","0","0","0"
"S16X","TRAUMATISMO DE TENDON Y MUSCULOS A NIVEL DEL CUELLO","A","0","0","0"
"S170","TRAUMATISMO POR APLASTAMIENTO DE LA LARINGE Y DE LA TRAQUEA","A","0","0","0"
"S178","TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DEL CUELLO","A","0","0","0"
"S179","TRAUMATISMO POR APLASTAMIENTO DEL CUELLO, PARTE NO ESPECIFICADA","A","0","0","0"
"S18X","AMPUTACION TRAUMATICA A NIVEL DEL CUELLO","A","0","0","0"
"S197","TRAUMATISMOS MULTIPLES DEL CUELLO","A","0","0","0"
"S198","OTROS TRAUMATISMOS DEL CUELLO, ESPECIFICADOS","A","0","0","0"
"S199","TRAUMATISMO DEL CUELLO, NO ESPECIFICADO","A","0","0","0"
"S200","CONTUSION DE LA MAMA","A","0","0","0"
"S201","OTROS TRAUMATISMOS SUPERFICIALES Y LOS NO ESPECIFICADOS DE LA MAMA","A","0","0","0"
"S202","CONTUSION DEL TORAX","A","0","0","0"
"S203","OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED ANTERIOR DEL TORAX","A","0","0","0"
"S204","OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED POSTERIOR DEL TORAX","A","0","0","0"
"S207","TRAUMATISMOS SUPERFICIALES MULTIPLES DEL TORAX","A","0","0","0"
"S208","TRAUMATISMO SUPERFICIAL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX","A","0","0","0"
"S210","HERIDA DE LA MAMA","A","0","0","0"
"S211","HERIDA DE LA PARED ANTERIOR DEL TORAX","A","0","0","0"
"S212","HERIDA DE LA PARED POSTERIOR DEL TORAX","A","0","0","0"
"S217","HERIDA MULTIPLE DE LA PARED TORACICA","A","0","0","0"
"S218","HERIDAS DE OTRAS PARTES DEL TORAX","A","0","0","0"
"S219","HERIDAS DEL TORAX, PARTE NO ESPECIFICADA","A","0","0","0"
"S220","FRACTURA DE VERTEBRA TORACICA","A","0","0","0"
"S221","FRACTURAS MULTIPLES DE COLUMNA TORACICA","A","0","0","0"
"S222","FRACTURA DE ESTERNON","A","0","0","0"
"S223","FRACTURA DE COSTILLA","A","0","0","0"
"S224","FRACTURAS MULTIPLES DE COSTILLA","A","0","0","0"
"S225","TORAX AZOTADO","A","0","0","0"
"S228","FRACTURA DE OTRAS PARTES DEL TORAX OSEO","A","0","0","0"
"S229","FRACTURA DEL TORAX OSEO, PARTE NO ESPECIFICADA","A","0","0","0"
"S230","RUPTURA TRAUMATICA DE DISCO INTERVERTEBRAL TORACICO","A","0","0","0"
"S231","LUXACION DE VERTEBRA TORACICA","A","0","0","0"
"S232","LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX","A","0","0","0"
"S233","ESGUINCES Y TORCEDURAS DE COLUMNA TORACICA","A","0","0","0"
"S234","ESGUINCES Y TORCEDURAS DE COSTILLAS Y ESTERNON","A","0","0","0"
"S235","ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX","A","0","0","0"
"S240","CONCUSION Y EDEMA DE LA MEDULA ESPINAL TORACICA","A","0","0","0"
"S241","OTROS TRAUMATISMOS Y LOS NO ESPECIFICADOS DE LA MEDULA ESPINAL TORACICA","A","0","0","0"
"S242","TRAUMATISMO DE RAICES NERVIOSAS DE LA COLUMNA TORACICA","A","0","0","0"
"S243","TRAUMATISMO DE NERVIOS PERIFERICOS DEL TORAX","A","0","0","0"
"S244","TRAUMATISMO DE NERVIOS SIMPATICOS TORACICOS","A","0","0","0"
"S245","TRAUMATISMO DE OTROS NERVIOS DEL TORAX","A","0","0","0"
"S246","TRAUMATISMO DE NERVIO NO ESPECIFICADO DEL TORAX","A","0","0","0"
"S250","TRAUMATISMO DE LA AORTA TORACICA","A","0","0","0"
"S251","TRAUMATISMO DE LA ARTERIA INNOMINADA O SUBCLAVIA","A","0","0","0"
"S252","TRAUMATISMO DE LA VENA CAVA SUPERIOR","A","0","0","0"
"S253","TRAUMATISMO DE LA VENA INNOMINADA O SUBCLAVIA","A","0","0","0"
"S254","TRAUMATISMO DE VASOS SANGUINEOS PULMONARES","A","0","0","0"
"S255","TRAUMATISMO DE VASOS SANGUINEOS INTERCOSTALES","A","0","0","0"
"S257","TRAUMATISMO DE MULTIPLES VASOS SANGUINEOS DEL TORAX","A","0","0","0"
"S258","TRAUMATISMO DE OTROS VASOS SANGUINEOS DEL TORAX","A","0","0","0"
"S259","TRAUMATISMO DE VASOS SANGUINEOS NO ESPECIFICADOS DEL TORAX","A","0","0","0"
"S260","TRAUMATISMO DEL CORAZON CON HEMOPERICARDIO","A","0","0","0"
"S268","OTROS TRAUMATISMOS DEL CORAZON","A","0","0","0"
"S269","TRAUMATISMOS DEL CORAZON, NO ESPECIFICADO","A","0","0","0"
"S270","NEUMOTORAX TRAUMATICO","A","0","0","0"
"S271","HEMOTORAX TRAUMATICO","A","0","0","0"
"S272","HEMONEUMOTORAX TRAUMATICO","A","0","0","0"
"S273","OTROS TRAUMATISMOS DEL PULMON","A","0","0","0"
"S274","TRAUMATISMO DE LOS BRONQUIOS","A","0","0","0"
"S275","TRAUMATISMO DE LA TRAQUEA TORACICA","A","0","0","0"
"S276","TRAUMATISMO DE LA PLEURA","A","0","0","0"
"S277","TRAUMATISMO DE MULTIPLES DE ORGANOS INTRATORACICOS","A","0","0","0"
"S278","TRAUMATISMO DE OTROS ORGANOS INTRATORACICOS, ESPECIFICADOS","A","0","0","0"
"S279","TRAUMATISMO DE ORGANO INTRATORACICO, NO ESPECIFICADOS","A","0","0","0"
"S280","APLASTAMIENTO DEL TORAX","A","0","0","0"
"S281","AMPUTACION TRAUMATICA DE PARTE DEL TORAX","A","0","0","0"
"S290","TRAUMATISMO DEL TENDON Y MUSCULOS A NIVEL DEL TORAX","A","0","0","0"
"S297","TRAUMATISMOS MULTIPLES DEL TORAX","A","0","0","0"
"S298","OTROS TRAUMATISMOS DEL TORAX, ESPECIFICADOS","A","0","0","0"
"S299","TRAUMATISMO DEL TORAX, NO ESPECIFICADO","A","0","0","0"
"S300","CONTUSION DE LA REGION LUMBOSACRA Y DE LA PELVIS","A","0","0","0"
"S301","CONTUSION DE LA PARED ABDOMINAL","A","0","0","0"
"S302","CONTUSION DE LOS ORGANOS GENITALES EXTERNOS","A","0","0","0"
"S307","TRAUMATISMOS SUPERFICIALES MULTIPLES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS","A","0","0","0"
